"date","Owners","event","link","color","Price","val3"
"2019-10-18","2811000","","","","9.99",""
"2019-10-19","2823000","","","","9.99",""
"2019-10-20","2178000","","","#2B6A94","9.99",""
"2019-10-21","2176000","","","","9.99",""
"2019-10-22","2816000","","","","9.99",""
"2019-10-23","2815000","","","","9.99",""
"2019-10-24","2814000","","","","9.99",""
"2019-10-25","648000","","","","9.99",""
"2019-10-26","2183000","","","","9.99",""
"2019-10-27","2185000","","","#2B6A94","9.99",""
"2019-10-28","2816000","","","","9.99",""
"2019-10-29","2816000","","","","9.99",""
"2019-10-30","2813000","","","","9.99",""
"2019-10-31","2812000","","","","9.99",""
"2019-11-01","2818000","","","","9.99",""
"2019-11-02","1907000","","","","9.99",""
"2019-11-03","2827000","","","#2B6A94","9.99",""
"2019-11-04","2827000","","","","9.99",""
"2019-11-05","2827000","","","","3.49",""
"2019-11-06","2830000","","","","3.49",""
"2019-11-07","2165000","","","","3.49",""
"2019-11-08","2160000","","","","3.49",""
"2019-11-09","2842000","","","","3.49",""
"2019-11-10","2838000","","","#2B6A94","3.49",""
"2019-11-11","2828000","","","","3.49",""
"2019-11-12","2819000","","","","9.99",""
"2019-11-13","2129000","","","","9.99",""
"2019-11-14","2124000","","","","9.99",""
"2019-11-15","2811000","","","","9.99",""
"2019-11-16","2824000","","","","9.99",""
"2019-11-17","2128000","","","#2B6A94","9.99",""
"2019-11-18","2815000","","","","9.99",""
"2019-11-19","2804000","","","","9.99",""
"2019-11-20","2799000","","","","9.99",""
"2019-11-21","2806000","","","","9.99",""
"2019-11-22","2112000","","","","9.99",""
"2019-11-23","2116000","","","","9.99",""
"2019-11-24","2116000","","","#2B6A94","9.99",""
"2019-11-25","2106000","","","","9.99",""
"2019-11-26","2106000","","","","9.99",""
"2019-11-27","2784000","","","","3.49",""
"2019-11-28","2085000","","","","3.49",""
"2019-11-29","2084000","","","","3.49",""
"2019-11-30","2082000","","","","3.49",""
"2019-12-01","1955000","","","#2B6A94","3.49",""
"2019-12-02","1941000","","","","3.49",""
"2019-12-03","2776000","","","","3.49",""
"2019-12-04","2057000","","","","9.99",""
"2019-12-05","2770000","","","","9.99",""
"2019-12-06","2055000","","","","9.99",""
"2019-12-07","2057000","","","","9.99",""
"2019-12-08","2057000","","","#2B6A94","9.99",""
"2019-12-09","2049000","","","","9.99",""
"2019-12-10","2049000","","","","9.99",""
"2019-12-11","2047000","","","","9.99",""
"2019-12-12","2047000","","","","9.99",""
"2019-12-13","2034000","","","","9.99",""
"2019-12-14","2760000","","","","9.99",""
"2019-12-15","2044000","","","#2B6A94","9.99",""
"2019-12-16","2736000","","","","9.99",""
"2019-12-17","2735000","","","","9.99",""
"2019-12-18","2531000","","","","9.99",""
"2019-12-19","2530000","","","","9.99",""
"2019-12-20","2535000","","","","3.49",""
"2019-12-21","1804000","","","","3.49",""
"2019-12-22","370000","","","#2B6A94","3.49",""
"2019-12-23","2547000","","","","3.49",""
"2019-12-24","2540000","","","","3.49",""
"2019-12-25","1849000","","","","3.49",""
"2019-12-26","2543000","","","","3.49",""
"2019-12-27","2542000","","","","3.49",""
"2019-12-28","2541000","","","","3.49",""
"2019-12-29","2537000","","","#2B6A94","3.49",""
"2019-12-30","2537000","","","","3.49",""
"2019-12-31","2532000","","","","3.49",""
"2020-01-01","2529000","","","","3.49",""
"2020-01-02","2527000","","","","3.49",""
"2020-01-03","2527000","","","","9.99",""
"2020-01-04","1829000","","","","9.99",""
"2020-01-05","2515000","","","#2B6A94","9.99",""
"2020-01-06","2515000","","","","9.99",""
"2020-01-07","1006000","","","","9.99",""
"2020-01-08","1824000","","","","9.99",""
"2020-01-09","2505000","","","","9.99",""
"2020-01-10","1004000","","","","9.99",""
"2020-01-11","1825000","","","","9.99",""
"2020-01-12","2518000","","","#2B6A94","9.99",""
"2020-01-13","1824000","","","","9.99",""
"2020-01-14","1824000","","","","9.99",""
"2020-01-15","2469000","","","","9.99",""
"2020-01-16","1795000","","","","9.99",""
"2020-01-17","1795000","","","","9.99",""
"2020-01-18","1765000","","","","9.99",""
"2020-01-19","2444000","","","#2B6A94","9.99",""
"2020-01-20","2392000","","","","9.99",""
"2020-01-21","2392000","","","","9.99",""
"2020-01-22","220000","","","","9.99",""
"2020-01-23","922000","","","","3.49",""
"2020-01-24","1659000","","","","3.49",""
"2020-01-25","1659000","","","","3.49",""
"2020-01-26","2305000","","","#2B6A94","3.49",""
"2020-01-27","1630000","","","","3.49",""
"2020-01-28","2222000","","","","3.49",""
"2020-01-29","2223000","","","","3.49",""
"2020-01-30","2221000","","","","3.49",""
"2020-01-31","2233000","","","","3.49",""
"2020-02-01","2295000","","","","3.49",""
"2020-02-02","2349000","","","#2B6A94","3.49",""
"2020-02-03","2319000","","","","3.49",""
"2020-02-04","2309000","","","","3.49",""
"2020-02-05","1626000","","","","3.49",""
"2020-02-06","1624000","","","","3.49",""
"2020-02-07","1619000","","","","9.99",""
"2020-02-08","2297000","","","","9.99",""
"2020-02-09","2313000","","","#2B6A94","9.99",""
"2020-02-10","2275000","","","","9.99",""
"2020-02-11","1610000","","","","9.99",""
"2020-02-12","2259000","","","","9.99",""
"2020-02-13","1590000","","","","9.99",""
"2020-02-14","1604000","","","","9.99",""
"2020-02-15","1605000","","","","9.99",""
"2020-02-16","2275000","","","#2B6A94","9.99",""
"2020-02-17","1600000","","","","9.99",""
"2020-02-18","1597000","","","","9.99",""
"2020-02-19","2239000","","","","9.99",""
"2020-02-20","1594000","","","","9.99",""
"2020-02-21","1593000","","","","9.99",""
"2020-02-22","2252000","","","","9.99",""
"2020-02-23","1593000","","","#2B6A94","9.99",""
"2020-02-24","1590000","","","","9.99",""
"2020-02-25","2235000","","","","9.99",""
"2020-02-26","1587000","","","","9.99",""
"2020-02-27","2233000","","","","9.99",""
"2020-02-28","2240000","","","","9.99",""
"2020-02-29","2249000","","","","9.99",""
"2020-03-01","1589000","","","#2B6A94","9.99",""
