"date","Owners","event","link","color","Price","val3"
"2019-10-15","1503000","","","","39.99",""
"2019-10-16","1499000","","","","39.99",""
"2019-10-17","1498000","","","","39.99",""
"2019-10-18","1503000","","","","39.99",""
"2019-10-19","1518000","","","","39.99",""
"2019-10-20","1520000","","","#2B6A94","39.99",""
"2019-10-21","1504000","","","","39.99",""
"2019-10-22","1499000","","","","39.99",""
"2019-10-23","1499000","","","","39.99",""
"2019-10-24","1500000","","","","39.99",""
"2019-10-25","1501000","","","","39.99",""
"2019-10-26","1516000","","","","39.99",""
"2019-10-27","1521000","","","#2B6A94","39.99",""
"2019-10-28","1521000","","","","39.99",""
"2019-10-29","1509000","","","","11.99",""
"2019-10-30","1510000","","","","11.99",""
"2019-10-31","1017000","","","","11.99",""
"2019-11-01","1505000","","","","11.99",""
"2019-11-02","1494000","","","","39.99",""
"2019-11-03","1484000","","","#2B6A94","39.99",""
"2019-11-04","1490000","","","","39.99",""
"2019-11-05","1490000","","","","39.99",""
"2019-11-06","1477000","","","","39.99",""
"2019-11-07","1477000","","","","39.99",""
"2019-11-08","1477000","","","","39.99",""
"2019-11-09","1474000","","","","39.99",""
"2019-11-10","1029000","","","#2B6A94","13.99",""
"2019-11-11","1464000","","","","13.99",""
"2019-11-12","1461000","","","","13.99",""
"2019-11-13","1458000","","","","39.99",""
"2019-11-14","1459000","","","","39.99",""
"2019-11-15","1454000","","","","39.99",""
"2019-11-16","1453000","","","","39.99",""
"2019-11-17","1446000","","","#2B6A94","39.99",""
"2019-11-18","1020000","","","","39.99",""
"2019-11-19","1446000","","","","39.99",""
"2019-11-20","1443000","","","","39.99",""
"2019-11-21","1440000","","","","13.99",""
"2019-11-22","1440000","","","","13.99",""
"2019-11-23","1440000","","","","13.99",""
"2019-11-24","1426000","","","#2B6A94","13.99",""
"2019-11-25","1435000","","","","13.99",""
"2019-11-26","1429000","","","","39.99",""
"2019-11-27","1418000","","","","13.99",""
"2019-11-28","1412000","","","","13.99",""
"2019-11-29","1410000","","","","13.99",""
"2019-11-30","1394000","","","","13.99",""
"2019-12-01","1390000","","","#2B6A94","13.99",""
"2019-12-02","1397000","","","","13.99",""
"2019-12-03","1011000","","","","13.99",""
"2019-12-04","1387000","","","","39.99",""
"2019-12-05","1387000","","","","39.99",""
"2019-12-06","1383000","","","","39.99",""
"2019-12-07","1386000","","","","39.99",""
"2019-12-08","1379000","","","#2B6A94","39.99",""
"2019-12-09","1379000","","","","39.99",""
"2019-12-10","1375000","","","","39.99",""
"2019-12-11","1371000","","","","39.99",""
"2019-12-12","1366000","","","","39.99",""
"2019-12-13","1368000","","","","39.99",""
"2019-12-14","1374000","","","","39.99",""
"2019-12-15","1370000","","","#2B6A94","39.99",""
"2019-12-16","1360000","","","","39.99",""
"2019-12-17","1359000","","","","39.99",""
"2019-12-18","1356000","","","","39.99",""
"2019-12-19","1355000","","","","39.99",""
"2019-12-20","1359000","","","","13.99",""
"2019-12-21","1364000","","","","13.99",""
"2019-12-22","1364000","","","#2B6A94","13.99",""
"2019-12-23","1363000","","","","13.99",""
"2019-12-24","1363000","","","","13.99",""
"2019-12-25","1363000","","","","13.99",""
"2019-12-26","920000","","","","13.99",""
"2019-12-27","1364000","","","","13.99",""
"2019-12-28","1011000","","","","13.99",""
"2019-12-29","1365000","","","#2B6A94","13.99",""
"2019-12-30","1366000","","","","13.99",""
"2019-12-31","925000","","","","13.99",""
"2020-01-01","1371000","","","","13.99",""
"2020-01-02","1371000","","","","13.99",""
"2020-01-03","1371000","","","","39.99",""
"2020-01-04","1014000","","","","39.99",""
"2020-01-05","1373000","","","#2B6A94","39.99",""
"2020-01-06","1373000","","","","39.99",""
"2020-01-07","1373000","","","","39.99",""
"2020-01-08","1373000","","","","39.99",""
"2020-01-09","1373000","","","","39.99",""
"2020-01-10","1374000","","","","39.99",""
"2020-01-11","1376000","","","","39.99",""
"2020-01-12","1376000","","","#2B6A94","39.99",""
"2020-01-13","1006000","","","","39.99",""
"2020-01-14","1376000","","","","39.99",""
"2020-01-15","1351000","","","","39.99",""
"2020-01-16","1351000","","","","39.99",""
"2020-01-17","1353000","","","","39.99",""
"2020-01-18","1334000","","","","39.99",""
"2020-01-19","1334000","","","#2B6A94","39.99",""
"2020-01-20","1312000","","","","39.99",""
"2020-01-21","1308000","","","","39.99",""
"2020-01-22","1286000","","","","39.99",""
"2020-01-23","845000","","","","39.99",""
"2020-01-24","1260000","","","","13.99",""
"2020-01-25","1263000","","","","13.99",""
"2020-01-26","1264000","","","#2B6A94","13.99",""
"2020-01-27","1242000","","","","39.99",""
"2020-01-28","1220000","","","","39.99",""
"2020-01-29","1220000","","","","39.99",""
"2020-01-30","1219000","","","","39.99",""
"2020-01-31","1221000","","","","39.99",""
"2020-02-01","1223000","","","","39.99",""
"2020-02-02","1224000","","","#2B6A94","39.99",""
"2020-02-03","1224000","","","","39.99",""
"2020-02-04","1222000","","","","39.99",""
"2020-02-05","1219000","","","","39.99",""
"2020-02-06","1221000","","","","39.99",""
"2020-02-07","1224000","","","","39.99",""
"2020-02-08","1227000","","","","39.99",""
"2020-02-09","1229000","","","#2B6A94","39.99",""
"2020-02-10","1228000","","","","39.99",""
"2020-02-11","1228000","","","","39.99",""
"2020-02-12","1225000","","","","39.99",""
"2020-02-13","1224000","","","","39.99",""
"2020-02-14","1224000","","","","39.99",""
"2020-02-15","1230000","","","","39.99",""
"2020-02-16","1230000","","","#2B6A94","39.99",""
"2020-02-17","1229000","","","","39.99",""
"2020-02-18","1228000","","","","39.99",""
"2020-02-19","1226000","","","","39.99",""
"2020-02-20","899000","","","","39.99",""
"2020-02-21","901000","","","","39.99",""
"2020-02-22","1233000","","","","39.99",""
"2020-02-23","1234000","","","#2B6A94","39.99",""
"2020-02-24","1233000","","","","39.99",""
"2020-02-25","1231000","","","","39.99",""
"2020-02-26","1228000","","","","39.99",""
"2020-02-27","1231000","","","","39.99",""
"2020-02-28","1238000","","","","13.99",""
"2020-02-29","1242000","","","","13.99",""
"2020-03-01","1220000","","","#2B6A94","13.99",""
"2020-03-02","1243000","","","","13.99",""
"2020-03-03","1244000","","","","39.99",""
